passenger_id,household_income,college_saving,retirement_contribution_strategy,assets_retirement_pct_invested,assets_retirement,client_employment_status,housing_situation,saving_emergency_fund_months,assets_liquid,housing_transaction_timing,mortgage_type,life_insurance,mortgage_term,mortgage_rate,estate_plan,rent_monthly,client_age,sentiment_finances,divorce,education,employer_sponsored,has_children,has_dependent_relatives,has_partner,healthcare,lower_monthly_payment,managing_credit_score,moving,new_child
17288,0.0,,Not currently contributing,,I haven't saved for retirement,Not working / Other,Other,I don't have any savings,I don't have any savings,,,No / Not sure,,,Not sure,,99.0,54.6,0,0,0,0,0,1,0,,,0,0
87500,82400.0,,Not currently contributing,,"$100,000-$250,000",Employed (full or part time),Own my home with a mortgage,1 month or less,"$5,000-$10,000",,,No / Not sure,,,No,,34.5,91.8,0,0,0,0,0,0,0,,,0,0
202820,33950.0,,Not currently contributing,,"Less than $10,000",Employed (full or part time),Own my home with a mortgage,4-6 months,"Less than $5,000",,,"Yes, my own",,,Yes,,84.36,60.6,0,0,0,0,0,0,0,,,0,0
74083,51000.0,,Not currently contributing,,"$50,000-$100,000",Employed (full or part time),Rent,1 month or less,"$10,000-$20,000",As soon as I can,,"Yes, through my work",,,No,3000,31.15,109.2,0,0,0,0,0,0,1,,0,,0
65606,,,,,,Employed (full or part time),Own my home with a mortgage,,,,,"Yes, through my work",,,No,,34.51,99.6,,0,,0,0,1,,,,,
106488,,,,,,Employed (full or part time),Own my home with a mortgage,,,,,"Yes, through my work",,,No,,68.48,49.8,0,0,,0,0,1,,,,1,0
123861,40000.0,,Not currently contributing,,"$10,000-$20,000",Employed (full or part time),Own my home with a mortgage,1 month or less,"Less than $5,000",,,"Yes, through my work",,,Yes,,43.6,72.0,0,0,1,0,0,1,0,,,0,0
39666,182400.0,,Not currently contributing,,,Employed (full or part time),Own my home with a mortgage,,,,,"Yes, my own",,,No,,46.74,56.4,0,1,,0,0,1,,,,1,0
76598,123200.0,,"I save a bit, as I can",,"$100,000-$250,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,I don't have any savings,,VA or FHA Loan,"Yes, my own",30-year fixed rate,Under 3.5%,No,,39.69,0.0,0,0,1,0,0,0,0,1,,,0
117705,,,,,,Employed (full or part time),Live rent-free,,,,,"Yes, my own",,,No,,19.32,24.9,0,0,,0,0,0,,,,1,0
116818,,"No, but I'd like to someday",,,,Employed (full or part time),Other,,,,,No / Not sure,,,No,,22.88,63.0,0,0,,1,0,0,,,,1,0
66604,,Not applicable,,,,Employed (full or part time),,,,,,"Yes, through my work",,,No,,41.85,68.4,,0,,1,0,1,,,,,
89105,116280.0,,Not currently contributing,,"$50,000-$100,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"$20,000-$50,000",,,"Yes, my own",,,No,,36.0,105.6,0,0,1,0,0,0,0,,,0,0
34539,,,,,,Employed (full or part time),Other,,,,,No / Not sure,,,Not sure,,43.65,72.0,0,0,,0,0,1,,,,0,0
181869,41000.0,,"I save a bit, as I can",,"Less than $10,000",Employed (full or part time),Own my home with a mortgage,2-3 months,"Less than $5,000",,,"Yes, through my work",,,No,,56.0,0.0,0,0,1,0,1,1,0,,,0,0
197846,,,,,,Employed (full or part time),Rent,,,Sometime in the future,,No / Not sure,,,Not sure,900,36.12,36.0,0,0,,0,0,1,,,0,,0
80833,,,,,,Employed (full or part time),Own my home with a mortgage,,,,,No / Not sure,,,No,,36.8,58.8,,0,,0,0,0,,,,0,
193323,38180.0,,Not currently contributing,,"Less than $10,000",Employed (full or part time),Rent,I don't have any savings,I don't have any savings,,,"Yes, through my work",,,No,,42.24,66.6,0,1,1,0,0,1,0,,,1,0
164964,,,,,,Employed (full or part time),Rent,,,,,No / Not sure,,,No,635,63.14,69.6,0,0,,0,0,0,,,,,0
83388,34650.0,,Not currently contributing,,"$10,000-$20,000",Employed (full or part time),Own my home outright,More than 6 months,I don't have any savings,,,"Yes, through my work",,,Yes,,55.8,67.2,0,0,0,0,0,0,0,,,1,0
201972,,,,,,Employed (full or part time),Own my home with a mortgage,,,,,"Yes, through my work",,,No,,34.44,65.4,0,0,,0,0,1,,,,1,0
277,,,,,,Employed (full or part time),Rent,,,,,"Yes, my own",,,Not sure,,43.46,141.6,0,0,,0,0,0,,,,0,0
157407,64380.0,,"I save a bit, as I can",,"Less than $10,000",Employed (full or part time),Live rent-free,More than 6 months,"More than $100,000",,,No / Not sure,,,No,,25.2,105.6,0,0,0,0,0,0,0,,,0,0
153873,11.88,"Yes, but not in an ESA",Not currently contributing,,"Less than $10,000",Employed (full or part time),Other,1 month or less,"Less than $5,000",,,No / Not sure,,,Not sure,,29.75,0.0,0,0,0,1,0,0,0,,,1,0
193352,,"No, but I'd like to someday",,,,Employed (full or part time),Own my home with a mortgage,,,,,No / Not sure,,,No,,41.85,26.7,0,0,,1,0,0,,,,0,0
103003,39200.0,,Not currently contributing,,"Less than $10,000",Employed (full or part time),Rent,4-6 months,"Less than $5,000",,,"Yes, my own",,,Not sure,,42.75,0.0,0,0,0,0,0,0,1,,,0,0
40575,50500.0,,"I save a bit, as I can",,"$10,000-$20,000",Employed (full or part time),Rent,,,,,"Yes, through my work",,,No,,69.3,24.6,0,0,,0,0,1,,,,1,0
76829,,Not applicable,,,,Employed (full or part time),,,,,,"Yes, through my work",,,,,63.28,58.2,,0,,1,0,1,,,,,
53083,,,,,,Employed (full or part time),Own my home with a mortgage,,,,,"Yes, through my work",,,Not sure,,60.45,50.4,1,1,,0,0,1,,,,0,0
125806,,,,,,Employed (full or part time),,,,,,,,,,,50.31,0.0,,0,,0,0,0,,,,,
178682,,Not applicable,,,,Employed (full or part time),Rent,,,,,No / Not sure,,,No,750,52.5,55.8,0,0,,1,0,1,,,0,,0
106327,,"Yes, but not in an ESA",,,,Employed (full or part time),Own my home with a mortgage,,,,,"Yes, my own",,,Not sure,,23.0,58.8,0,1,,1,1,1,,,,1,0
38171,,,,,,Employed (full or part time),,,,,,"Yes, my own",,,,,27.55,52.8,,1,,0,0,1,,,,,
132341,,,,,,Employed (full or part time),,,,,,,,,,,30.03,72.0,,0,,,,,,,,,
33325,,,,,,Employed (full or part time),Live rent-free,,,,,No / Not sure,,,Yes,,30.16,69.0,,0,,0,0,1,,,,,
185772,68040.0,,Not currently contributing,,"$250,000-$500,000",Employed (full or part time),Rent,More than 6 months,I don't have any savings,,,No / Not sure,,,No,,25.38,66.0,0,0,0,0,0,1,0,,,0,0
97266,,,,,,Employed (full or part time),Own my home with a mortgage,,,,Fixed rate mortgage,"Yes, through my work",30-year fixed rate,4.5% - 4.99%,No,,58.32,70.2,0,0,,1,0,1,,1,,,0
14541,,"No, but I'd like to someday",,,,Employed (full or part time),Rent,,,,,"Yes, through my work",,,No,,36.08,66.6,0,0,,1,0,0,,,,1,0
43075,158050.0,"No, but I'd like to someday",Not currently contributing,,"$10,000-$20,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"$10,000-$20,000",,,"Yes, my own",,,No,,25.8,53.4,0,0,1,1,0,1,1,,,0,0
4265,,Not applicable,,,,Employed (full or part time),Own my home with a mortgage,,,,,No / Not sure,,,Yes,,45.9,56.4,,0,,1,0,1,,,,,
103736,167200.0,,Not currently contributing,,"$10,000-$20,000",Employed (full or part time),Own my home with a mortgage,2-3 months,"$5,000-$10,000",,,"Yes, my own",,,Yes,,49.35,64.8,0,0,0,0,0,1,0,,,0,0
96317,406000.0,,"I save a bit, as I can",,"$20,000-$50,000",Employed (full or part time),Rent,2-3 months,"$50,000-$100,000",As soon as I can,,"Yes, my own",,,Yes,3000,30.24,105.6,0,0,0,0,0,0,0,,1,,0
197429,103000.0,,"I save a bit, as I can",,"$20,000-$50,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"$10,000-$20,000",,,"Yes, my own",,,Yes,,65.1,34.5,0,0,0,0,0,1,0,,,0,0
15546,,,,,,Employed (full or part time),Own my home with a mortgage,,,,Fixed rate mortgage,"Yes, my own",,,No,,29.7,96.3,0,0,,0,0,0,,1,,,0
167309,,,,,,Employed (full or part time),Own my home with a mortgage,,,,,"Yes, through my work",,,Yes,,46.2,72.9,0,0,,0,0,1,,0,,,0
47583,,,,,,Employed (full or part time),Rent,,,,,"Yes, through my work",,,Yes,,24.2,64.2,,0,,0,0,0,,,,0,
112840,,"Yes, but not in an ESA",,,,Employed (full or part time),Own my home with a mortgage,,,,,"Yes, my own",,,No,,26.56,107.1,,0,,1,0,1,,,,0,
193802,,,,,,Employed (full or part time),Own my home with a mortgage,,,,Fixed rate mortgage,No / Not sure,30-year fixed rate,3.5% - 3.99%,Not sure,,37.29,60.6,0,0,,0,0,1,,1,,,0
95355,21700.0,,"I save a bit, as I can",,"Less than $10,000",Employed (full or part time),Rent,I don't have any savings,"Less than $5,000",,,"Yes, through my work",,,No,,49.95,28.8,0,0,0,0,0,0,0,,,0,0
110058,45920.0,"No, but I'd like to someday",Not currently contributing,,"Less than $10,000",Employed (full or part time),Own my home with a mortgage,1 month or less,I don't have any savings,,,No / Not sure,,,Not sure,,39.0,34.8,0,0,0,1,0,1,0,,,0,0
67537,55500.0,,Not currently contributing,,"Less than $10,000",Employed (full or part time),Rent,More than 6 months,"$20,000-$50,000",Sometime in the future,,No / Not sure,,,Not sure,950,31.2,63.6,0,0,0,0,0,1,0,,0,,0
46328,,,,,,Employed (full or part time),,,,,,,,,,,40.0,60.0,,0,,,,,,,,,
8616,,"Yes, but not in an ESA",,,,Employed (full or part time),Own my home with a mortgage,,,,,"Yes, my own",,,No,,44.52,62.4,,1,,1,0,1,,,,,
157475,77700.0,,Not currently contributing,,"$20,000-$50,000",Employed (full or part time),Own my home with a mortgage,I don't have any savings,I don't have any savings,,,"Yes, my own",,,No,,56.65,0.0,0,0,0,0,0,1,0,,,0,0
201804,,,,,,Employed (full or part time),Rent,,,,,"Yes, through my work",,,No,,58.76,61.2,0,0,,0,0,0,,,,1,0
2875,,,,,,Employed (full or part time),Own my home with a mortgage,,,,,"Yes, through my work",,,No,,28.0,106.8,0,1,,0,0,1,,,,0,0
158393,,,,,,Employed (full or part time),Rent,,,,,"Yes, through my work",,,Not sure,,63.8,67.8,0,0,,0,0,0,,,,0,0
118432,132000.0,"Yes, but not in an ESA","I save a bit, as I can",,"$20,000-$50,000",Employed (full or part time),Own my home with a mortgage,4-6 months,"$10,000-$20,000",,,"Yes, through my work",,,No,,39.0,67.2,0,1,0,1,0,1,0,,,0,0
109597,,,,,,Employed (full or part time),Rent,,,,,No / Not sure,,,Not sure,,34.32,27.3,,0,,0,0,1,,,,,
204523,34560.0,,"I save a bit, as I can",,"Less than $10,000",Employed (full or part time),Own my home outright,1 month or less,I don't have any savings,,,"Yes, through my work",,,No,,50.96,35.1,0,0,0,0,0,0,0,,,0,0
95206,,,,,,Employed (full or part time),Own my home with a mortgage,,,,,"Yes, my own",,,No,,74.4,57.0,,0,,0,0,0,,,,0,
144850,,,,,,Employed (full or part time),Other,,,,,No / Not sure,,,Not sure,,29.1,95.4,,0,,0,0,0,,,,0,
115610,133319.52,,"I save a bit, as I can",,"$100,000-$250,000",Employed (full or part time),Own my home outright,More than 6 months,"$5,000-$10,000",,,"Yes, through my work",,,No,,19.09,144.0,0,0,0,0,0,0,0,,,0,0
28125,11700.0,,"I save a bit, as I can",,"$50,000-$100,000",Employed (full or part time),Rent,More than 6 months,"$20,000-$50,000",Within the next 6 months,,"Yes, my own",,,Not sure,2000,64.4,0.0,1,0,0,0,0,0,1,,1,,0
83859,,,,,,Employed (full or part time),Rent,,,,,"Yes, my own",,,No,1000,30.9,133.2,0,0,,0,0,1,,,,,0
176435,,,,,,Employed (full or part time),Rent,,,,,"Yes, my own",,,No,,60.8,26.1,0,0,,0,0,1,,,,0,0
27430,,,,,,Employed (full or part time),Own my home with a mortgage,,,,VA or FHA Loan,"Yes, my own",30-year fixed rate,,Yes,,34.2,74.7,0,0,,0,0,1,,0,,,0
34854,,,,,,Employed (full or part time),Rent,,,,,"Yes, my own",,,Not sure,,47.43,68.4,0,0,,0,0,0,,,,0,0
109004,,,,,,Employed (full or part time),Own my home outright,,,,,"Yes, my own",,,Yes,,70.68,56.4,0,0,,0,0,1,,,,0,0
123384,107396.28,,Not currently contributing,,"More than $500,000",Employed (full or part time),Rent,More than 6 months,"Less than $5,000",Sometime in the future,,"Yes, through my work",,,Yes,1500,40.04,61.8,0,0,1,0,0,1,0,,0,,0
32812,,,,,,Employed (full or part time),Rent,,,,,"Yes, my own",,,Yes,,40.4,60.6,,0,,0,0,0,,,,0,
162082,3237.0,Not applicable,,,,Employed (full or part time),Rent,,,Within the next year,,No / Not sure,,,No,1575,17.01,57.6,0,0,,1,0,0,,,1,,0
79248,80000.0,"No, but I'd like to someday","I save a bit, as I can",,"Less than $10,000",Employed (full or part time),Rent,1 month or less,"Less than $5,000",,,No / Not sure,,,No,,31.62,0.0,0,0,1,1,0,1,0,,,1,0
188840,,,,,,Employed (full or part time),,,,,,"Yes, my own",,,,,71.37,36.0,,0,,0,0,1,,,,,
46791,,,,,,Employed (full or part time),Rent,,,,,"Yes, through my work",,,Yes,,42.84,52.2,,0,,0,0,1,,,,,
182007,,,,,,Employed (full or part time),Rent,,,,,"Yes, my own",,,No,,61.48,0.0,0,0,,0,1,0,,,,0,0
48210,,,,,,Employed (full or part time),,,,,,,,,,,54.18,0.0,,0,,0,0,0,,,,,
100962,,,,,,Employed (full or part time),Other,,,,,No / Not sure,,,No,,20.16,50.4,0,0,,0,0,0,,,,0,0
161539,67200.0,,"I save a bit, as I can",,"$50,000-$100,000",Employed (full or part time),Own my home outright,More than 6 months,"$50,000-$100,000",,,No / Not sure,,,Yes,,59.52,58.8,0,0,1,0,0,0,0,,,0,0
29063,,,,,,Employed (full or part time),,,,,,"Yes, my own",,,Yes,,25.3,72.0,,0,,0,0,0,,,,,
148991,69350.0,,"I save a bit, as I can",,"$50,000-$100,000",Employed (full or part time),Rent,More than 6 months,"$50,000-$100,000",,,"Yes, my own",,,Yes,,32.77,141.6,0,0,0,0,0,1,0,,,0,0
27868,3424.0,,"I save a bit, as I can",,"Less than $10,000",Employed (full or part time),Own my home with a mortgage,4-6 months,I don't have any savings,,,"Yes, my own",,,No,,67.67,60.0,0,0,1,0,0,1,0,,,0,0
115168,42000.0,"No, but I'd like to someday","I save a bit, as I can",,"Less than $10,000",Employed (full or part time),Live rent-free,2-3 months,"Less than $5,000",,,"Yes, through my work",,,No,,22.77,71.4,0,0,1,1,0,0,0,,,1,0
16156,,"No, but I'd like to someday",,,,Employed (full or part time),Own my home outright,,,,,"Yes, my own",,,No,,33.6,0.0,,0,,1,0,1,,,,,
102648,,"No, but I'd like to someday",,,,Employed (full or part time),Own my home with a mortgage,,,,,"Yes, through my work",,,Not sure,,39.24,30.0,0,0,,1,0,1,,,,0,0
131270,,,,,,Employed (full or part time),,,,,,,,,,,30.36,51.6,,0,,,,,,,,,
3493,148400.0,"No, but I'd like to someday",Not currently contributing,,"$10,000-$20,000",Employed (full or part time),Own my home with a mortgage,4-6 months,"$10,000-$20,000",,VA or FHA Loan,"Yes, my own",30-year fixed rate,Under 3.5%,No,,30.3,67.8,0,0,0,1,0,1,0,1,,,0
178141,,"No, but I'd like to someday",,,,Employed (full or part time),Own my home with a mortgage,,,,,No / Not sure,,,No,,40.95,69.6,0,0,,1,0,0,,,,0,0
133989,,"Yes, but not in an ESA",,,,Employed (full or part time),Own my home with a mortgage,,,,,"Yes, my own",,,No,,31.5,64.2,0,0,,1,0,1,,,,0,1
39338,,,,,,Employed (full or part time),,,,,,"Yes, through my work",,,,,28.5,49.2,,0,,0,0,1,,,,,
93026,,,,,,Employed (full or part time),Other,,,,,"Yes, through my work",,,Yes,,47.6,132.0,0,0,,0,0,0,,,,0,0
11617,,,,,,Employed (full or part time),Rent,,,,,"Yes, through my work",,,Yes,,29.14,133.2,0,0,,0,0,1,,,,1,0
140404,,,,,,Employed (full or part time),Rent,,,Within the next year,,"Yes, through my work",,,Not sure,2500,27.6,56.4,0,1,,0,1,0,,,1,,0
88735,38700.0,,Not currently contributing,,"Less than $10,000",Employed (full or part time),Rent,1 month or less,"Less than $5,000",Within the next year,,"Yes, through my work",,,No,795,52.0,0.0,0,0,1,0,0,0,0,,1,,0
202457,51750.0,,Not currently contributing,,"Less than $10,000",Employed (full or part time),Rent,1 month or less,"Less than $5,000",Within the next year,,"Yes, through my work",,,No,795,54.0,0.0,0,0,1,0,0,0,0,,1,,0
11962,158340.0,,"I save a bit, as I can",,"More than $500,000",Employed (full or part time),Rent,More than 6 months,"More than $100,000",,,"Yes, through my work",,,Yes,,51.17,55.2,0,1,1,0,0,1,0,,,0,0
21966,9900.0,Not applicable,"I save a bit, as I can",,"Less than $10,000",Employed (full or part time),Other,4-6 months,"Less than $5,000",,,"Yes, through my work",,,Not sure,,22.75,61.8,0,0,0,1,0,1,0,,,0,0
174625,,,,,,Employed (full or part time),,,,,,No / Not sure,,,,,14.94,116.4,,0,,0,0,0,,,,,
169420,45360.0,,Not currently contributing,,"$50,000-$100,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"Less than $5,000",,,"Yes, my own",,,No,,57.2,69.0,0,0,0,0,0,1,0,,,0,0
9879,,,,,,Employed (full or part time),,,,,,,,,,,62.1,57.0,,0,,0,0,1,,,,,
56950,9266.0,,Not currently contributing,,"Less than $10,000",Employed (full or part time),Rent,1 month or less,"Less than $5,000",,,No / Not sure,,,No,,46.41,0.0,0,0,0,0,1,0,0,,,1,0
171365,224000.0,,"I save a bit, as I can",,"$100,000-$250,000",Employed (full or part time),Own my home with a mortgage,2-3 months,"$5,000-$10,000",,,"Yes, my own",,,Yes,,48.84,90.0,0,1,1,0,0,1,0,,,0,0
149030,48790.0,,Not currently contributing,,"Less than $10,000",Employed (full or part time),Rent,More than 6 months,"$10,000-$20,000",,,"Yes, through my work",,,No,,34.8,34.8,0,1,1,0,0,0,0,,,0,0
82860,262500.0,"Yes, but not in an ESA",Not currently contributing,,"$20,000-$50,000",Employed (full or part time),Rent,4-6 months,I don't have any savings,,,No / Not sure,,,Not sure,,29.4,66.6,0,0,0,1,0,1,0,,,0,0
75199,55640.0,,"I save a bit, as I can",,"Less than $10,000",Employed (full or part time),Other,2-3 months,"Less than $5,000",,,"Yes, through my work",,,No,,40.67,87.3,0,0,0,0,1,0,0,,,0,0
108373,,,,,,Employed (full or part time),Own my home with a mortgage,,,,,"Yes, my own",,,Yes,,59.17,66.0,0,0,,0,0,1,,,,1,0
128637,,,,,,Employed (full or part time),Own my home with a mortgage,,,,,"Yes, through my work",,,No,,75.9,0.0,0,0,,0,0,1,,,,0,0
74051,24600.0,,Not currently contributing,,"$10,000-$20,000",Employed (full or part time),Other,1 month or less,"Less than $5,000",,,"Yes, through my work",,,No,,33.25,97.2,0,0,0,0,0,1,0,,,0,0
169267,,,,,,Employed (full or part time),Rent,,,,,"Yes, my own",,,No,,48.36,28.8,0,0,,0,0,1,,,,0,0
69672,37800.0,,"I save a bit, as I can",,"Less than $10,000",Employed (full or part time),Rent,More than 6 months,"Less than $5,000",,,"Yes, through my work",,,Yes,,30.38,54.0,0,0,0,0,0,0,,,,0,0
128267,25920.0,Not applicable,"I save a bit, as I can",,"Less than $10,000",Employed (full or part time),Rent,1 month or less,I don't have any savings,Within the next 2 years,,"Yes, through my work",,,No,750,39.14,70.8,0,0,1,1,0,1,0,,1,,0
134940,48500.0,,Not currently contributing,,"$50,000-$100,000",Employed (full or part time),Own my home with a mortgage,More than 6 months,"$50,000-$100,000",,,No / Not sure,,,Yes,,50.6,0.0,1,1,0,0,0,0,0,,,0,1
88643,,,,,,Employed (full or part time),Rent,,,,,No / Not sure,,,Not sure,,39.39,33.6,0,0,,0,0,0,,,,0,0
73692,66300.0,,Not currently contributing,,"$50,000-$100,000",Employed (full or part time),Rent,More than 6 months,"$50,000-$100,000",Within the next 2 years,,"Yes, through my work",,,No,1800,70.62,87.3,0,0,1,0,0,0,0,,0,,0
83185,,,,,,Employed (full or part time),Own my home with a mortgage,,,,,"Yes, my own",,,No,,53.5,99.0,0,0,,0,0,1,,,,0,0
157107,,,,,,Employed (full or part time),,,,,,,,,,,18.8,70.2,,0,,0,0,0,,,,,
128136,31280.0,Not applicable,"I save a bit, as I can",,"$10,000-$20,000",Employed (full or part time),Own my home with a mortgage,2-3 months,"Less than $5,000",,,"Yes, through my work",,,No,,64.96,32.7,0,0,1,1,1,1,0,,,0,0
144982,34880.0,,"I save a bit, as I can",,"$50,000-$100,000",Employed (full or part time),Other,1 month or less,"$5,000-$10,000",,,"Yes, through my work",,,Yes,,40.6,141.6,0,0,0,0,0,1,0,,,0,0
24705,93600.0,,"I save a bit, as I can",,"Less than $10,000",Employed (full or part time),Own my home with a mortgage,2-3 months,"$10,000-$20,000",,Fixed rate mortgage,"Yes, through my work",30-year fixed rate,3.5% - 3.99%,No,,47.7,64.8,0,0,1,0,0,0,0,0,,,0
182625,,"Yes, but not in an ESA",,,,Employed (full or part time),,,,,,,,,,,34.24,124.8,,0,,1,0,1,,,,,
160572,,,,,,Employed (full or part time),Own my home outright,,,,,"Yes, my own",,,No,,65.96,70.2,0,0,,0,0,1,,,,0,0
158243,,Not applicable,,,,Employed (full or part time),Rent,,,,,No / Not sure,,,Not sure,2000,36.58,64.8,0,0,,1,0,1,,,0,,0
100667,,,,,,Employed (full or part time),,,,,,,,,,,39.2,59.4,,0,,,,,,,,,
38341,,,,,,Employed (full or part time),Own my home with a mortgage,,,,VA or FHA Loan,No / Not sure,30-year fixed rate,4.0% - 4.49%,Not sure,,27.2,48.0,0,0,,0,0,0,,0,,,0
90960,,,,,,Employed (full or part time),Own my home with a mortgage,,,,Adjustable rate mortgage,"Yes, my own",5/1 ARM,5.0% or higher,Yes,,30.94,61.8,0,0,,0,0,1,,0,,,0
36972,43600.0,,"I save a bit, as I can",,"Less than $10,000",Employed (full or part time),Other,1 month or less,"Less than $5,000",,,"Yes, through my work",,,Not sure,,25.44,86.4,0,0,0,0,0,0,1,,,0,0
31516,,,,,,Employed (full or part time),Own my home outright,,,,,No / Not sure,,,Yes,,58.86,68.4,0,0,,0,0,1,,,,0,0
140641,,,,,,Employed (full or part time),Rent,,,,,"Yes, through my work",,,Yes,,40.33,64.2,0,0,,0,0,1,,,,1,0
158082,,,,,,Employed (full or part time),Other,,,,,No / Not sure,,,Not sure,,19.38,65.4,0,0,,0,0,0,,,,0,0
20997,,"Yes, but not in an ESA",,,,Employed (full or part time),Own my home outright,,,,,"Yes, through my work",,,Yes,,48.36,71.4,0,1,,1,0,0,,,,0,0
31435,,,,,,Employed (full or part time),,,,,,,,,,,50.44,136.8,,1,,1,0,1,,,,,
5887,32100.0,"No, but I'd like to someday",Not currently contributing,,"Less than $10,000",Employed (full or part time),Rent,1 month or less,"Less than $5,000",,,No / Not sure,,,No,,35.36,0.0,0,0,0,1,0,1,,,,1,0
104563,,,,,,Employed (full or part time),,,,,,,,,,,33.6,139.2,,0,,,,,,,,,
51069,,,,,,Employed (full or part time),Rent,,,,,"Yes, through my work",,,No,,39.9,66.0,0,0,,0,0,1,,,,0,0
64480,61880.0,"No, but I'd like to someday","I save a bit, as I can",,"Less than $10,000",Employed (full or part time),Rent,2-3 months,"$10,000-$20,000",Within the next 2 years,,"Yes, my own",,,No,1350,38.08,49.8,0,0,1,1,0,1,0,,1,,0
70366,,,,,,Employed (full or part time),Rent,,,,,"Yes, through my work",,,Not sure,,76.16,27.3,0,0,,0,0,1,,,,0,0
179690,,,,,,Employed (full or part time),Rent,,,,,No / Not sure,,,No,,36.48,102.0,,0,,0,0,0,,,,0,
117671,,,,,,Employed (full or part time),Own my home with a mortgage,,,,,No / Not sure,,,No,,24.0,49.8,,0,,0,0,0,,,,,
23060,43511.91,,Not currently contributing,,"$50,000-$100,000",Employed (full or part time),Live rent-free,More than 6 months,I don't have any savings,,,"Yes, my own",,,Not sure,,32.19,62.4,0,0,0,0,0,1,0,,,0,0
18275,,,,,,Employed (full or part time),Other,,,,,"Yes, through my work",,,No,,29.45,61.8,0,0,,0,0,1,,,,1,0
138984,110400.0,,Not currently contributing,,"$50,000-$100,000",Employed (full or part time),Own my home with a mortgage,2-3 months,I don't have any savings,,,"Yes, through my work",,,No,,57.2,63.0,0,0,1,0,1,1,0,,,0,0
59575,24600.0,,"I save a bit, as I can",,"Less than $10,000",Employed (full or part time),Other,4-6 months,"Less than $5,000",,,"Yes, through my work",,,Not sure,,29.75,54.0,0,0,0,0,0,1,0,,,0,0
7573,,,,,,Employed (full or part time),Own my home with a mortgage,,,,,"Yes, through my work",,,No,,37.37,58.8,0,0,,0,0,0,,,,0,0
93034,,,,,,Employed (full or part time),Own my home with a mortgage,,,,,"Yes, through my work",,,No,,36.16,100.8,0,0,,0,0,0,,,,0,0
56737,210000.0,,"I save a bit, as I can",,"$100,000-$250,000",Employed (full or part time),Own my home with a mortgage,4-6 months,"More than $100,000",,,"Yes, through my work",,,Yes,,31.15,67.2,0,0,1,0,0,1,0,,,0,0
99584,55800.0,,Not currently contributing,,"Less than $10,000",Employed (full or part time),Own my home with a mortgage,I don't have any savings,I don't have any savings,,,"Yes, my own",,,No,,58.14,0.0,0,0,1,0,0,1,0,,,0,0
20145,,,,,,Employed (full or part time),,,,,,No / Not sure,,,,,47.0,87.3,,0,,0,0,1,,,,,
4543,53280.0,,"I save a bit, as I can",,"Less than $10,000",Employed (full or part time),Rent,2-3 months,"Less than $5,000",Sometime in the future,,"Yes, through my work",,,No,1500,26.68,54.0,0,1,1,0,0,0,0,,0,,0
43060,,,,,,Employed (full or part time),Own my home with a mortgage,,,,,"Yes, my own",,,Not sure,,36.72,55.8,,0,,0,0,0,,,,,
169871,114000.0,,"I save a bit, as I can",,"$20,000-$50,000",Employed (full or part time),Rent,1 month or less,"$20,000-$50,000",,,"Yes, my own",,,No,,33.28,68.4,0,0,1,0,0,1,0,,,1,0
160400,,,,,,Employed (full or part time),Rent,,,,,"Yes, through my work",,,Not sure,,47.53,55.2,0,0,,0,0,1,,,,0,0
38948,,"No, but I'd like to someday",,,,Employed (full or part time),Rent,,,,,"Yes, through my work",,,Yes,,43.7,0.0,0,0,,1,0,1,,,,0,1
99781,56.16,"Yes, but not in an ESA","I save a bit, as I can",,"$20,000-$50,000",Employed (full or part time),Own my home with a mortgage,4-6 months,"$20,000-$50,000",,Fixed rate mortgage,No / Not sure,30-year fixed rate,3.5% - 3.99%,Not sure,,32.55,54.6,1,0,0,1,0,0,0,1,,,0
60371,,,,,,Employed (full or part time),,,,,,"Yes, my own",,,No,,46.41,0.0,,0,,0,0,1,,,,,
36976,224000.0,,"I save a bit, as I can",,"$100,000-$250,000",Employed (full or part time),Own my home outright,4-6 months,"$50,000-$100,000",,,"Yes, my own",,,Yes,,77.4,71.4,0,0,0,0,0,0,0,,,0,0
18917,29960.0,,"I save a bit, as I can",,"Less than $10,000",Employed (full or part time),Rent,4-6 months,"Less than $5,000",,,"Yes, my own",,,No,,29.75,32.1,0,0,1,0,0,0,0,,,0,0
90575,36000.0,,Not currently contributing,,"$20,000-$50,000",Employed (full or part time),Rent,2-3 months,"Less than $5,000",,,No / Not sure,,,No,,40.5,0.0,0,0,1,0,0,0,1,,,0,0
114116,,Not applicable,,,,Employed (full or part time),Own my home with a mortgage,,,,,"Yes, my own",,,No,,59.92,0.0,,0,,1,0,1,,,,0,
66167,,,,,,Employed (full or part time),Own my home outright,,,,,No / Not sure,,,No,,75.6,140.4,0,0,,0,0,0,,,,0,0
180509,27.3,,"I save a bit, as I can",,"Less than $10,000",Employed (full or part time),Rent,1 month or less,I don't have any savings,,,"Yes, through my work",,,No,,27.59,0.0,0,0,1,0,0,0,0,,,0,0
